2019-06-29 13:48:18,091: Key.left
2019-06-29 13:48:20,115: '.'
2019-06-29 13:48:20,182: '/'
2019-06-29 13:48:21,810: 'n'
2019-06-29 13:48:21,892: 'e'
2019-06-29 13:48:21,961: 'w'
2019-06-29 13:48:22,604: '.'
2019-06-29 13:48:23,000: 't'
2019-06-29 13:48:23,108: 'x'
2019-06-29 13:48:23,189: 't'
2019-06-29 13:48:23,866: Key.ctrl
2019-06-29 13:48:24,045: 's'
2019-06-29 13:48:24,746: Key.right
2019-06-29 13:48:24,892: Key.right
2019-06-29 13:48:25,330: Key.enter
2019-06-29 13:48:25,471: Key.enter
2019-06-29 13:48:27,154: 'l'
2019-06-29 13:48:27,390: 'o'
2019-06-29 13:48:28,907: 'g'
2019-06-29 13:48:29,046: 'g'
2019-06-29 13:48:29,225: 'i'
2019-06-29 13:48:29,453: 'n'
2019-06-29 13:48:29,924: Key.enter
2019-06-29 13:48:32,222: '.'
2019-06-29 13:48:33,064: 'b'
2019-06-29 13:48:33,104: 'a'
2019-06-29 13:48:33,172: 's'
2019-06-29 13:48:33,353: 'i'
2019-06-29 13:48:33,516: 'c'
2019-06-29 13:48:33,906: Key.enter
2019-06-29 13:48:35,600: Key.shift
2019-06-29 13:48:35,993: '('
2019-06-29 13:48:36,110: ')'
2019-06-29 13:48:36,855: Key.left
2019-06-29 13:48:38,815: 'f'
2019-06-29 13:48:39,029: 'i'
2019-06-29 13:48:39,216: 'l'
2019-06-29 13:48:39,311: 'e'
2019-06-29 13:48:40,265: Key.down
2019-06-29 13:48:40,567: Key.enter
2019-06-29 13:48:42,235: Key.shift
2019-06-29 13:48:42,476: '('
2019-06-29 13:48:42,553: ')'
2019-06-29 13:48:43,273: Key.left
2019-06-29 13:48:49,754: 'l'
2019-06-29 13:48:49,922: 'o'
2019-06-29 13:48:50,217: 'g'
2019-06-29 13:48:50,848: Key.enter
2019-06-29 13:48:52,075: Key.shift
2019-06-29 13:48:52,985: '+'
2019-06-29 13:49:10,203: Key.backspace
2019-06-29 13:49:28,881: Key.shift
2019-06-29 13:49:29,016: '"'
2019-06-29 13:49:30,572: Key.shift
2019-06-29 13:49:30,942: 'k'
2019-06-29 13:49:31,061: 'e'
2019-06-29 13:49:31,440: 'y'
2019-06-29 13:49:31,834: Key.shift
2019-06-29 13:49:32,041: 'L'
2019-06-29 13:49:32,247: 'o'
2019-06-29 13:49:32,602: 'g'
2019-06-29 13:49:32,693: 'g'
2019-06-29 13:49:32,780: 'e'
2019-06-29 13:49:33,638: Key.backspace
2019-06-29 13:49:33,794: Key.backspace
2019-06-29 13:49:33,928: Key.backspace
2019-06-29 13:49:34,072: Key.backspace
2019-06-29 13:49:34,228: Key.backspace
2019-06-29 13:49:34,688: Key.shift
2019-06-29 13:49:34,934: 'L'
2019-06-29 13:49:35,128: 'o'
2019-06-29 13:49:35,443: 'g'
2019-06-29 13:49:35,577: 'g'
2019-06-29 13:49:35,648: 'e'
2019-06-29 13:49:35,742: 'r'
2019-06-29 13:49:37,136: '.'
2019-06-29 13:49:37,561: 't'
2019-06-29 13:49:37,681: 'x'
2019-06-29 13:49:37,729: 't'
2019-06-29 13:49:42,503: Key.right
2019-06-29 13:49:42,925: Key.right
2019-06-29 13:49:43,665: ','
2019-06-29 13:49:50,495: 'l'
2019-06-29 13:49:50,618: 'e'
2019-06-29 13:49:50,873: 'v'
2019-06-29 13:49:50,980: 'e'
2019-06-29 13:49:51,409: Key.enter
2019-06-29 13:49:54,033: 'l'
2019-06-29 13:49:54,275: 'o'
2019-06-29 13:49:54,676: 'g'
2019-06-29 13:49:54,817: 'g'
2019-06-29 13:49:54,974: 'i'
2019-06-29 13:49:55,197: 'n'
2019-06-29 13:49:56,319: 'g'
2019-06-29 13:49:57,377: '.'
2019-06-29 13:49:57,612: 'd'
2019-06-29 13:49:57,832: 'e'
2019-06-29 13:49:58,970: Key.down
2019-06-29 13:49:59,318: Key.enter
2019-06-29 13:50:01,131: ','
2019-06-29 13:50:01,383: 'f'
2019-06-29 13:50:01,528: 'o'
2019-06-29 13:50:01,632: 'r'
2019-06-29 13:50:01,881: 'm'
2019-06-29 13:50:01,948: 'a'
2019-06-29 13:50:02,516: Key.enter
2019-06-29 13:50:03,590: '='
2019-06-29 13:50:09,126: "'"
2019-06-29 13:50:10,519: Key.shift
2019-06-29 13:50:11,380: '%'
2019-06-29 13:50:13,109: Key.shift
2019-06-29 13:50:13,320: '('
2019-06-29 13:50:13,400: ')'
2019-06-29 13:50:14,284: Key.left
2019-06-29 13:50:15,568: 'a'
2019-06-29 13:50:16,440: 's'
2019-06-29 13:50:16,691: 'c'
2019-06-29 13:50:17,516: 't'
2019-06-29 13:50:17,699: 'i'
2019-06-29 13:50:17,937: 'm'
2019-06-29 13:50:18,050: 'e'
2019-06-29 13:50:18,827: Key.right
2019-06-29 13:50:19,181: 's'
2019-06-29 13:50:20,857: Key.shift
2019-06-29 13:50:21,170: ':'
2019-06-29 13:50:22,754: Key.space
2019-06-29 13:50:24,246: Key.shift
2019-06-29 13:50:24,728: '%'
2019-06-29 13:50:25,254: Key.shift
2019-06-29 13:50:26,307: '('
2019-06-29 13:50:26,376: ')'
2019-06-29 13:50:27,246: Key.left
2019-06-29 13:50:27,631: 'm'
2019-06-29 13:50:27,765: 'e'
2019-06-29 13:50:28,283: 's'
2019-06-29 13:50:28,453: 's'
2019-06-29 13:50:28,591: 'a'
2019-06-29 13:50:28,915: 'g'
2019-06-29 13:50:29,011: 'e'
2019-06-29 13:50:30,229: Key.right
2019-06-29 13:50:32,072: 's'
2019-06-29 13:50:32,617: Key.right
2019-06-29 13:50:35,379: Key.right
2019-06-29 13:50:36,287: Key.enter
2019-06-29 13:50:42,663: 'd'
2019-06-29 13:50:43,418: Key.backspace
2019-06-29 13:50:43,683: Key.enter
2019-06-29 13:50:43,851: 'd'
2019-06-29 13:50:44,080: 'e'
2019-06-29 13:50:44,640: 'f'
2019-06-29 13:50:44,782: Key.space
2019-06-29 13:50:46,189: 'o'
2019-06-29 13:50:46,396: 'n'
2019-06-29 13:50:46,556: Key.shift
2019-06-29 13:50:46,760: '_'
2019-06-29 13:50:47,161: 'p'
2019-06-29 13:50:47,335: 'r'
2019-06-29 13:50:47,561: 'e'
2019-06-29 13:50:47,784: 's'
2019-06-29 13:50:47,882: 's'
2019-06-29 13:50:50,056: Key.shift
2019-06-29 13:50:50,324: '('
2019-06-29 13:50:50,408: ')'
2019-06-29 13:50:51,701: Key.left
2019-06-29 13:50:52,048: 'k'
2019-06-29 13:50:52,174: 'e'
2019-06-29 13:50:52,364: 'y'
2019-06-29 13:50:53,344: Key.right
2019-06-29 13:50:53,783: Key.shift
2019-06-29 13:50:53,997: ':'
2019-06-29 13:50:55,141: Key.enter
2019-06-29 13:50:57,838: 'l'
2019-06-29 13:50:58,008: 'o'
2019-06-29 13:50:58,339: 'g'
2019-06-29 13:50:58,479: 'g'
2019-06-29 13:50:58,713: 'i'
2019-06-29 13:50:58,901: 'n'
2019-06-29 13:50:59,403: Key.enter
2019-06-29 13:51:00,007: '.'
2019-06-29 13:51:00,355: 'i'
2019-06-29 13:51:00,537: 'n'
2019-06-29 13:51:00,660: 'f'
2019-06-29 13:51:00,746: 'o'
2019-06-29 13:51:01,098: Key.enter
2019-06-29 13:51:04,618: Key.shift
2019-06-29 13:51:04,840: '('
2019-06-29 13:51:04,925: ')'
2019-06-29 13:51:05,678: Key.left
2019-06-29 13:51:05,854: 's'
2019-06-29 13:51:06,405: 't'
2019-06-29 13:51:07,250: 'r'
2019-06-29 13:51:07,961: Key.enter
2019-06-29 13:51:10,107: Key.shift
2019-06-29 13:51:10,357: '('
2019-06-29 13:51:10,376: ')'
2019-06-29 13:51:11,126: Key.left
2019-06-29 13:51:11,458: 'k'
2019-06-29 13:51:11,582: 'e'
2019-06-29 13:51:11,758: 'y'
2019-06-29 13:51:12,570: Key.right
2019-06-29 13:51:12,735: Key.right
2019-06-29 13:51:19,031: Key.enter
2019-06-29 13:51:19,200: Key.enter
2019-06-29 13:51:19,912: Key.left
2019-06-29 13:51:20,098: Key.left
2019-06-29 13:51:20,323: Key.left
2019-06-29 13:51:20,683: Key.left
2019-06-29 13:51:22,002: 'w'
2019-06-29 13:51:22,571: 'i'
2019-06-29 13:51:22,752: 't'
2019-06-29 13:51:22,862: 'h'
2019-06-29 13:51:23,339: Key.space
2019-06-29 13:51:24,135: Key.shift
2019-06-29 13:51:24,653: 'L'
2019-06-29 13:51:24,842: 'i'
2019-06-29 13:51:25,022: 's'
2019-06-29 13:51:25,605: Key.enter
2019-06-29 13:51:26,958: Key.shift
2019-06-29 13:51:27,189: '('
2019-06-29 13:51:27,262: ')'
2019-06-29 13:51:27,996: Key.left
2019-06-29 13:51:30,055: 'o'
2019-06-29 13:51:30,405: 'n'
2019-06-29 13:51:30,769: Key.shift
2019-06-29 13:51:31,359: Key.enter
2019-06-29 13:51:33,168: '='
2019-06-29 13:51:33,500: 'o'
2019-06-29 13:51:33,721: 'n'
2019-06-29 13:51:34,407: Key.enter
2019-06-29 13:51:35,066: Key.right
2019-06-29 13:51:40,327: Key.space
2019-06-29 13:51:40,771: 'a'
2019-06-29 13:51:40,845: 's'
2019-06-29 13:51:41,083: Key.space
2019-06-29 13:51:41,608: 'l'
2019-06-29 13:51:41,777: 'i'
2019-06-29 13:51:41,917: 's'
2019-06-29 13:51:43,398: 't'
2019-06-29 13:51:43,509: 'e'
2019-06-29 13:51:43,806: 'n'
2019-06-29 13:51:43,864: 'e'
2019-06-29 13:51:43,970: 'r'
2019-06-29 13:51:45,483: Key.shift
2019-06-29 13:51:45,614: ':'
2019-06-29 13:51:45,946: Key.enter
2019-06-29 13:51:47,488: 'l'
2019-06-29 13:51:47,669: 'i'
2019-06-29 13:51:47,799: 's'
2019-06-29 13:51:48,004: 't'
2019-06-29 13:51:48,115: 'e'
2019-06-29 13:51:49,427: Key.enter
2019-06-29 13:51:50,969: '.'
2019-06-29 13:51:51,335: 'j'
2019-06-29 13:51:51,529: 'o'
2019-06-29 13:51:51,677: 'i'
2019-06-29 13:51:51,943: 'n'
2019-06-29 13:51:52,354: Key.shift
2019-06-29 13:51:52,580: '('
2019-06-29 13:51:52,683: ')'
2019-06-29 13:51:54,621: Key.ctrl
2019-06-29 13:51:54,875: 's'
2019-06-29 13:51:57,615: Key.up
2019-06-29 13:51:58,774: Key.up
2019-06-29 13:51:59,281: Key.up
2019-06-29 13:51:59,993: Key.backspace
2019-06-29 13:52:00,494: Key.backspace
2019-06-29 13:52:00,525: Key.backspace
2019-06-29 13:52:00,556: Key.backspace
2019-06-29 13:52:00,586: Key.backspace
2019-06-29 13:52:00,616: Key.backspace
2019-06-29 13:52:00,647: Key.backspace
2019-06-29 13:52:00,677: Key.backspace
2019-06-29 13:52:00,708: Key.backspace
2019-06-29 13:52:00,739: Key.backspace
2019-06-29 13:52:00,770: Key.backspace
2019-06-29 13:52:00,800: Key.backspace
2019-06-29 13:52:00,831: Key.backspace
2019-06-29 13:52:00,860: Key.backspace
2019-06-29 13:52:00,892: Key.backspace
2019-06-29 13:52:00,922: Key.backspace
2019-06-29 13:52:00,952: Key.backspace
2019-06-29 13:52:00,982: Key.backspace
2019-06-29 13:52:01,013: Key.backspace
2019-06-29 13:52:01,043: Key.backspace
2019-06-29 13:52:01,074: Key.backspace
2019-06-29 13:52:01,105: Key.backspace
2019-06-29 13:52:01,135: Key.backspace
2019-06-29 13:52:01,165: Key.backspace
2019-06-29 13:52:01,196: Key.backspace
2019-06-29 13:52:01,227: Key.backspace
2019-06-29 13:52:01,257: Key.backspace
2019-06-29 13:52:01,287: Key.backspace
2019-06-29 13:52:01,317: Key.backspace
2019-06-29 13:52:01,347: Key.backspace
2019-06-29 13:52:01,377: Key.backspace
2019-06-29 13:52:01,409: Key.backspace
2019-06-29 13:52:01,439: Key.backspace
2019-06-29 13:52:01,469: Key.backspace
2019-06-29 13:52:01,499: Key.backspace
2019-06-29 13:52:01,529: Key.backspace
2019-06-29 13:52:02,519: Key.ctrl
2019-06-29 13:52:02,788: 'c'
